away_name,away_abbr,home_name,home_abbr,week,Unnamed: 0_x,Unnamed: 0_y,win_perc_dif,first_downs_dif,fumbles_dif,interceptions_dif,net_pass_yards_dif,pass_attempts_dif,pass_completions_dif,pass_touchdowns_dif,pass_yards_dif,penalties_dif,points_dif,rush_attempts_dif,rush_touchdowns_dif,rush_yards_dif,time_of_possession_dif,times_sacked_dif,total_yards_dif,turnovers_dif,yards_from_penalties_dif,yards_lost_from_sacks_dif,fourth_down_perc_dif,third_down_perc_dif,result,year
Atlanta Falcons,atl,Detroit Lions,det,3,229.66666666666666,216.85714285714286,0.4285714285714286,-1.571428571428573,-1.5,0.07142857142857145,-115.28571428571428,-10.0,-7.571428571428573,-0.8571428571428572,-107.0,2.0,-10.285714285714285,4.5,0.5,59.35714285714286,-63.85714285714289,1.0714285714285714,-55.928571428571445,-1.3571428571428572,30.214285714285715,8.285714285714285,0.4166666666666667,-0.08860215053763437,0.0,2023
New Orleans Saints,nor,Green Bay Packers,gnb,3,191.6153846153846,305.27272727272725,0.6818181818181819,-0.13286713286713336,1.0559440559440558,1.0,99.59790209790208,7.9790209790209765,8.527972027972028,-2.1538461538461537,113.47552447552445,-1.2517482517482517,-8.101398601398602,3.4230769230769234,-0.010489510489510467,-7.545454545454547,227.67132867132864,3.0,92.05244755244752,1.8461538461538463,-12.909090909090907,13.877622377622378,,0.00025303643724694513,0.0,2023
Houston Texans,htx,Jacksonville Jaguars,jax,3,290.35,242.17391304347825,-0.5652173913043478,2.1695652173913054,-0.8999999999999999,-0.5652173913043478,53.941304347826105,9.302173913043475,5.534782608695654,-0.030434782608695476,90.40434782608699,2.5695652173913044,9.03913043478261,-2.9586956521739154,-1.1304347826086956,-30.52173913043478,63.8891304347826,2.6804347826086956,23.419565217391323,-0.5652173913043479,20.817391304347826,36.463043478260865,0.3141437755698423,0.18665768194070076,1.0,2023
Denver Broncos,den,Miami Dolphins,mia,3,313.2,344.2857142857143,-1.0,-4.9714285714285715,-1.6,-0.6,-160.45714285714283,-5.371428571428567,-1.6000000000000014,0.2571428571428571,-143.6,3.5999999999999996,-2.514285714285716,-1.8857142857142861,-1.0285714285714285,3.057142857142864,70.65714285714284,3.5714285714285716,-157.39999999999998,-0.7714285714285714,31.57142857142857,16.857142857142858,0.0,-0.020733652312599715,0.0,2023
Los Angeles Chargers,sdg,Minnesota Vikings,min,3,362.3076923076923,255.71428571428572,0.0,3.8131868131868103,-3.142857142857143,-0.42857142857142855,-82.20879120879118,-5.46153846153846,-6.087912087912088,-1.4505494505494505,-73.8131868131868,0.9010989010989006,1.76923076923077,14.417582417582418,0.9230769230769231,80.35164835164835,313.97802197802184,1.0,-1.8571428571428328,-3.5714285714285716,23.45054945054945,8.395604395604398,-0.12903225806451601,-0.2218725413060582,1.0,2023
New England Patriots,nwe,New York Jets,nyj,3,320.5,443.5,-0.16666666666666666,11.458333333333334,0.625,-1.6666666666666665,120.91666666666666,23.333333333333332,21.166666666666664,1.25,119.125,1.75,-3.041666666666668,5.125,0.375,-1.5,597.0416666666667,-0.25,119.41666666666666,-1.5,22.291666666666668,-1.7916666666666679,-0.6923076923076923,0.2246031746031746,1.0,2023
Indianapolis Colts,clt,Baltimore Ravens,rav,3,244.375,288.59090909090907,-0.5416666666666667,-4.2689393939393945,0.7234848484848485,0.1325757575757575,17.045454545454533,7.75,3.3219696969696955,-0.18181818181818188,15.651515151515156,-3.0303030303030303,8.094696969696969,-10.329545454545453,0.09848484848484862,-57.22348484848486,-385.35227272727275,0.53030303030303,-40.17803030303031,0.8068181818181818,-38.24621212121212,-1.3939393939393945,,-0.27677006659656506,1.0,2023
Buffalo Bills,buf,Washington Commanders,was,3,367.06666666666666,275.0,-0.06666666666666665,5.666666666666664,-1.8666666666666667,-0.4666666666666666,71.00000000000003,3.6000000000000014,9.2,1.5333333333333334,37.1333333333333,-3.9333333333333336,-10.866666666666667,7.800000000000001,0.5333333333333334,75.26666666666668,445.2666666666669,-3.133333333333333,146.26666666666665,-1.7333333333333334,-39.66666666666666,-33.86666666666667,-0.2500000000000001,0.20467571644042237,1.0,2023
Carolina Panthers,car,Seattle Seahawks,sea,3,143.64705882352942,360.8666666666667,-0.8,-5.7058823529411775,1.8823529411764706,1.7647058823529411,-139.38823529411766,-0.588235294117645,-8.564705882352943,-0.8,-137.97647058823532,0.0470588235294116,-7.270588235294117,6.8705882352941146,-1.6,65.04705882352943,171.85882352941167,1.035294117647059,-74.34117647058821,2.764705882352941,-12.647058823529413,1.4117647058823515,-0.9375,-0.06635484382432222,0.0,2023
Dallas Cowboys,dal,Arizona Cardinals,crd,3,414.42857142857144,298.46666666666664,1.0,5.580952380952382,-0.6000000000000001,0.0,50.80000000000001,3.8190476190476197,4.857142857142858,0.9619047619047619,46.19999999999999,-2.819047619047619,-17.99047619047619,13.133333333333333,-0.07619047619047625,8.904761904761912,493.10476190476174,-0.8857142857142858,59.70476190476188,-1.0666666666666667,-54.523809523809526,-4.6,0.5,0.16170898067449785,0.0,2023
Chicago Bears,chi,Kansas City Chiefs,kan,3,316.6,211.76923076923077,-0.38461538461538464,-0.03589743589743577,-0.00512820512820511,0.5333333333333334,-75.35897435897434,-7.035897435897432,-4.343589743589742,-1.0,-43.051282051282016,-0.5282051282051281,15.74871794871795,-0.5487179487179503,1.0,-1.564102564102555,-114.49230769230758,4.682051282051281,-76.9230769230769,0.23076923076923084,-8.138461538461542,32.30769230769231,-0.05555555555555558,0.014863102998696198,0.0,2023
Pittsburgh Steelers,pit,Las Vegas Raiders,rai,3,178.45454545454547,318.6,-0.20909090909090908,-1.2454545454545443,-0.9090909090909091,0.20909090909090922,8.681818181818187,19.945454545454545,12.345454545454547,-0.30000000000000004,41.59090909090909,1.5090909090909088,-2.127272727272725,-8.2,0.0,-14.527272727272724,28.65454545454554,4.7272727272727275,-5.845454545454544,-0.3999999999999999,7.2636363636363654,32.90909090909091,-0.6666666666666666,-0.10975609756097565,1.0,2023
Philadelphia Eagles,phi,Tampa Bay Buccaneers,tam,3,321.8095238095238,247.0,0.0,5.133333333333333,0.19999999999999996,0.7619047619047619,-61.247619047619025,-8.61904761904762,-4.0476190476190474,-0.6000000000000001,-43.076190476190476,1.923809523809524,9.095238095238095,9.123809523809527,1.8857142857142857,128.62857142857143,278.3904761904762,3.1619047619047618,67.38095238095241,1.0,12.952380952380949,18.171428571428574,-0.23809523809523814,-0.018369003374770432,1.0,2023
Los Angeles Rams,ram,Cincinnati Bengals,cin,3,388.6666666666667,236.77777777777777,0.3333333333333333,15.407407407407408,0.0,0.8518518518518519,170.59259259259258,13.0,10.407407407407408,-0.2962962962962963,166.59259259259258,1.8518518518518512,-1.1111111111111107,10.407407407407408,1.6666666666666667,19.33333333333333,585.0740740740741,-0.851851851851852,189.9259259259259,0.8518518518518519,29.518518518518523,-3.999999999999999,0.11851851851851852,0.16543209876543213,0.0,2023
Detroit Lions,det,Green Bay Packers,gnb,4,359.9047619047619,435.1714285714286,0.1428571428571429,2.295238095238094,0.5619047619047618,0.24761904761904763,68.12380952380951,1.8761904761904802,6.5428571428571445,-0.6857142857142857,59.752380952380975,-2.885714285714286,-0.8380952380952387,5.942857142857143,0.4285714285714286,22.742857142857147,244.64761904761917,-0.04761904761904767,90.86666666666667,1.2,1.952380952380949,-8.371428571428572,0.039215686274509776,-0.07455125764984921,1.0,2023
Atlanta Falcons,atl,Jacksonville Jaguars,jax,4,361.8181818181818,387.0285714285714,0.3103896103896103,-1.3870129870129873,-1.6551948051948053,-0.3733766233766234,-87.69350649350648,-9.149350649350648,-7.155844155844154,-0.40389610389610386,-65.73116883116882,1.2493506493506494,-7.388311688311688,3.168181818181818,-0.06298701298701292,30.33571428571429,-115.90129870129863,2.046103896103896,-57.357792207792215,-1.0551948051948052,23.424025974025973,21.96233766233766,0.42500951655881236,0.009620062268923923,0.0,2023
Miami Dolphins,mia,Buffalo Bills,buf,4,546.3888888888889,480.0,0.045454545454545414,2.9848484848484844,0.6868686868686869,-0.06565656565656564,124.86363636363637,-3.4797979797979792,-2.40909090909091,1.616161616161616,120.37878787878785,1.3181818181818183,14.292929292929292,1.949494949494948,1.702020202020202,79.2929292929293,-391.45959595959584,-1.3333333333333333,204.15656565656565,0.11111111111111116,14.494949494949495,-4.484848484848485,-0.26126126126126115,-0.050303030303030294,0.0,2023
Minnesota Vikings,min,Carolina Panthers,car,4,368.94736842105266,298.0869565217391,0.0,1.0549199084668182,1.1876430205949657,-0.7254004576659039,158.00915331807778,2.796338672768883,8.068649885583525,1.8443935926773454,155.77803203661327,-5.466819221967963,0.9565217391304337,-10.700228832951947,-0.2608695652173913,-61.66132723112128,-361.9450800915333,0.09153318077803174,96.3478260869565,1.11441647597254,-35.109839816933636,-2.231121281464528,0.7299771167048055,0.038194444444444475,1.0,2023
Denver Broncos,den,Chicago Bears,chi,4,502.1904761904762,411.0,0.0,2.350877192982459,-0.1829573934837092,-0.706766917293233,95.08521303258146,5.2406015037594,5.295739348370926,0.6666666666666667,80.26065162907267,2.2907268170426054,14.19047619047619,-1.7518796992481214,-0.5989974937343359,-11.340852130325814,101.00751879699237,-2.203007518796993,83.74436090225566,-0.04761904761904767,17.857142857142854,-14.824561403508772,-0.07894736842105265,-0.028656027301013742,1.0,2023
Baltimore Ravens,rav,Cleveland Browns,cle,4,400.96666666666664,384.5,-0.2333333333333334,0.03333333333333499,-0.9000000000000001,-0.2,-9.033333333333331,-2.1999999999999993,-0.33333333333333215,-0.6333333333333333,-16.93333333333331,1.666666666666667,15.2,0.1666666666666643,0.8666666666666667,18.0,-295.7333333333336,-0.8333333333333335,8.96666666666664,-0.43333333333333335,11.633333333333333,-7.9,-0.8823529411764706,0.16157689865555036,1.0,2023
Los Angeles Rams,ram,Indianapolis Colts,clt,4,431.2,360.53125,-0.29375,7.806249999999999,-1.40625,0.9937499999999999,88.125,9.512500000000003,4.306249999999999,-0.30000000000000004,85.92500000000001,0.22499999999999964,-0.4187499999999993,-0.71875,0.0625,-16.368750000000006,339.84375,-1.675,71.75625000000002,0.1812499999999999,15.293750000000003,-2.1999999999999993,0.4469178082191781,0.18434104865375528,1.0,2023
Pittsburgh Steelers,pit,Houston Texans,htx,4,307.5,430.34375,-0.0892857142857143,-3.9375,-1.2410714285714286,1.5,-71.39732142857142,1.21875,0.9553571428571423,-0.2232142857142858,-73.13392857142858,-0.6339285714285712,2.7946428571428577,-9.870535714285714,-0.375,-14.660714285714285,-380.0580357142858,0.4598214285714284,-86.05803571428572,0.9464285714285714,-5.035714285714285,-1.7366071428571423,-0.20114942528735624,-0.14552054116482427,0.0,2023
Tampa Bay Buccaneers,tam,New Orleans Saints,nor,4,297.09090909090907,422.8076923076923,0.40909090909090906,1.1118881118881117,0.06293706293706292,-0.40909090909090906,-3.185314685314694,-0.6258741258741267,-0.65034965034965,0.6223776223776223,-26.283216783216773,-2.1468531468531467,1.0734265734265733,6.94755244755245,0.2097902097902098,9.181818181818187,200.43706293706282,-3.2727272727272725,5.9965034965035215,-0.7412587412587412,-40.68181818181819,-23.097902097902097,0.0,0.05775193798449618,1.0,2023
Cincinnati Bengals,cin,Tennessee Titans,oti,4,257.42857142857144,423.1714285714286,-0.22142857142857142,-0.757142857142858,-0.42857142857142855,-0.44285714285714284,4.971428571428561,9.214285714285712,4.721428571428573,0.6714285714285715,-16.735714285714266,-2.5428571428571427,2.3357142857142854,-4.300000000000001,-0.47857142857142854,-9.549999999999997,-159.74285714285725,-2.8357142857142854,-4.578571428571422,-0.44285714285714284,-34.32142857142857,-21.70714285714286,-0.125,0.13916967708436903,0.0,2023
Washington Commanders,was,Philadelphia Eagles,phi,4,440.05263157894734,363.1304347826087,-0.368421052631579,-2.8970251716247155,0.7185354691075515,1.0251716247139586,-8.26315789473685,5.556064073226544,1.3798627002288342,-0.1578947368421053,15.327231121281443,-0.4279176201372996,2.5331807780320332,-20.883295194508005,-1.331807780320366,-115.63386727688786,-472.1395881006863,3.1624713958810067,-123.8970251716247,2.0183066361556063,6.2517162471395835,23.590389016018303,-0.3771043771043771,-0.16739460542588325,0.0,2023
Las Vegas Raiders,rai,Los Angeles Chargers,sdg,4,379.0,502.60869565217394,-0.17391304347826086,-6.956521739130434,-0.7391304347826086,1.8695652173913044,-135.2173913043478,-15.521739130434781,-13.782608695652172,-1.3043478260869565,-149.5217391304348,-3.086956521739131,3.0434782608695663,-2.5217391304347814,-0.5217391304347826,-19.04347826086957,-302.08695652173924,-1.608695652173913,-154.26086956521743,2.043478260869565,-18.47826086956521,-14.304347826086957,0.02450980392156865,0.06244175209692454,0.0,2023
New England Patriots,nwe,Dallas Cowboys,dal,4,519.6470588235294,554.25,-0.05392156862745101,-4.549019607843139,0.18137254901960775,0.053921568627450955,8.289215686274531,1.9803921568627487,-1.7941176470588225,0.33823529411764697,6.284313725490193,-2.632352941176471,1.049019607843137,-5.024509803921568,-0.32352941176470584,-32.25,-343.50980392156885,0.044117647058823595,-23.960784313725526,0.5245098039215685,-20.838235294117645,-2.004901960784313,0.0854700854700855,-0.11490988147836456,0.0,2023
Arizona Cardinals,crd,San Francisco 49ers,sfo,4,411.6,446.0,-0.75,-5.212499999999999,-0.6125,0.0,-82.1625,-4.149999999999999,-1.625,-1.025,-82.525,0.8375000000000004,10.350000000000001,-7.725000000000001,-0.17500000000000004,-12.3125,-466.5250000000001,-0.42500000000000004,-94.47500000000002,0.48750000000000004,13.25,-0.3625000000000007,-1.0,-0.12452978056426328,0.0,2023
Kansas City Chiefs,kan,New York Jets,nyj,4,285.6666666666667,596.0,0.4,7.466666666666669,0.33333333333333326,0.06666666666666665,122.33333333333331,7.4666666666666615,8.733333333333333,1.7333333333333334,102.40000000000003,2.4,-4.533333333333333,4.133333333333336,-0.3333333333333333,46.46666666666666,322.6666666666665,-2.6666666666666665,168.79999999999998,0.40000000000000013,27.333333333333332,-19.933333333333334,-0.06944444444444442,0.24209575429087624,1.0,2023
Seattle Seahawks,sea,New York Giants,nyg,4,468.23809523809524,548.88,0.5771428571428571,10.771428571428572,-0.4,-0.7942857142857144,101.16,3.548571428571428,4.4228571428571435,1.0114285714285713,101.63999999999999,1.588571428571429,-0.5257142857142831,9.445714285714285,0.5142857142857142,37.95428571428571,393.86285714285714,-1.2514285714285716,139.11428571428573,-0.8742857142857142,26.560000000000002,0.4800000000000004,0.23529411764705888,0.007027782344238009,1.0,2023
Chicago Bears,chi,Washington Commanders,was,5,614.483870967742,576.28,-0.48,-1.2554838709677405,-0.4619354838709677,-0.1819354838709677,24.245161290322585,-1.8941935483870935,-0.8735483870967755,1.2812903225806451,15.997419354838712,1.4361290322580649,3.9187096774193506,3.032258064516128,-0.6361290322580646,21.959999999999994,-100.08516129032273,-1.8929032258064522,46.205161290322565,-0.3599999999999999,12.55483870967742,-8.247741935483873,-0.2991004497751124,0.07678110003691391,1.0,2023
Jacksonville Jaguars,jax,Buffalo Bills,buf,5,543.82,650.3333333333334,-0.41222222222222216,-6.14777777777778,2.164444444444445,0.2222222222222222,-44.16555555555556,4.327777777777776,-0.21666666666666856,-1.8844444444444446,-43.06444444444446,-0.6366666666666672,6.978888888888889,-3.1366666666666667,-1.1844444444444444,-45.53222222222223,-187.47666666666646,0.2255555555555555,-89.69777777777779,0.8944444444444444,3.6544444444444437,1.101111111111111,-0.3894389438943895,-0.21860662701784195,1.0,2023
Houston Texans,htx,Atlanta Falcons,atl,5,548.7317073170732,500.8474576271187,0.003720545680033105,1.7606448945845372,0.7176519222819346,-0.7627118644067796,127.33567589913187,8.243489045059942,5.32286068623398,1.0177759404712692,120.8396031417941,2.1153369160810254,0.8602728400165347,-0.41422075237701605,-0.47002893757751135,-43.984704423315435,127.47871021083097,-1.2418354692021496,83.35097147581644,-0.7664324100868127,3.1583298883836264,-6.496072757337743,-0.04293141036391074,0.13745961378758514,0.0,2023
Tennessee Titans,oti,Indianapolis Colts,clt,5,518.4761904761905,502.7857142857143,-0.07142857142857145,-3.8095238095238084,-0.6904761904761906,0.6428571428571428,-56.0952380952381,-7.738095238095241,-5.4523809523809526,-0.6904761904761905,-37.285714285714306,0.3809523809523805,-5.880952380952383,-4.214285714285715,-0.738095238095238,-15.69047619047619,124.42857142857156,1.4761904761904767,-71.78571428571428,-0.2142857142857144,7.714285714285715,18.80952380952381,0.4623655913978495,-0.01824877250409168,0.0,2023
Carolina Panthers,car,Detroit Lions,det,5,525.1944444444445,509.17241379310343,-0.7931034482758621,-1.4885057471264354,0.6455938697318008,0.10919540229885061,-75.30268199233717,6.302681992337163,1.8362068965517224,-0.6082375478927202,-50.04022988505747,1.8649425287356314,4.723180076628353,-6.3936781609195386,-1.3850574712643677,-32.59291187739464,58.72988505747139,2.1197318007662833,-107.89559386973178,0.25287356321839094,1.6206896551724128,25.262452107279696,-0.15360501567398122,0.008560727661851175,0.0,2023
New York Giants,nyg,Miami Dolphins,mia,5,569.5769230769231,708.53125,-0.2932692307692308,-9.990384615384615,-1.6875,0.4591346153846154,-151.64903846153845,0.5096153846153868,-2.1153846153846168,-2.0865384615384617,-147.21875,-0.06730769230769251,-3.71875,-11.098557692307693,-1.7524038461538463,-140.12740384615384,-359.7019230769231,1.15625,-291.7764423076923,0.012019230769230838,-20.612980769230766,4.43028846153846,0.5244122965641952,-0.061070633475005076,0.0,2023
New Orleans Saints,nor,New England Patriots,nwe,5,554.3823529411765,618.1904761904761,-0.046218487394957986,-2.484593837535014,0.3081232492997199,-0.14425770308123242,-25.46078431372547,-1.970588235294116,0.9383753501400562,-0.5798319327731093,-10.309523809523796,0.6694677871148462,-2.051820728291318,-6.774509803921568,-0.02521008403361344,-31.929971988795515,-66.91176470588243,2.3361344537815123,-57.39075630252103,0.07843137254901977,22.802521008403367,15.15126050420168,0.48884381338742394,-0.02612872126653737,1.0,2023
Baltimore Ravens,rav,Pittsburgh Steelers,pit,5,547.1951219512196,566.2173913043479,0.630965005302227,6.564156945917286,0.9300106044538706,-1.0848356309650053,20.214209968186623,-9.474019088016966,-3.6023329798515356,0.43160127253446445,8.73488865323435,2.7062566277836693,-13.404029692470836,15.742311770943797,1.9024390243902438,73.50265111346766,361.7889713679747,-1.1018027571580062,93.71686108165429,-0.25026511134676555,26.335100742311774,-11.47932131495228,0.32253711201079627,0.11088233011717835,0.0,2023
Cincinnati Bengals,cin,Arizona Cardinals,crd,5,404.74285714285713,495.2173913043478,-0.1888198757763975,-6.373913043478261,-0.773913043478261,0.4,-39.51801242236027,5.645962732919255,-0.6720496894409962,-0.039751552795031064,-35.29937888198759,-3.8211180124223594,1.0509316770186317,-9.475776397515528,-1.0149068322981367,-70.47577639751555,-183.75279503105594,0.21987577639751543,-109.99378881987579,-0.09565217391304348,-53.41366459627329,4.218633540372672,0.047058823529411764,-0.028553351445904207,1.0,2023
Philadelphia Eagles,phi,Los Angeles Rams,ram,5,496.6896551724138,694.1,0.35,-3.906896551724138,0.43103448275862066,-0.5103448275862068,-97.81896551724137,-15.263793103448279,-7.7172413793103445,0.3568965517241379,-94.25344827586204,0.15689655172413808,2.668965517241382,7.887931034482762,0.18103448275862077,68.95,-46.818965517241395,1.8137931034482757,-28.868965517241406,-0.33793103448275863,-16.936206896551717,3.5655172413793093,0.05128205128205132,-0.05233477752561716,1.0,2023
New York Jets,nyj,Denver Broncos,den,5,651.7647058823529,659.8181818181819,-0.3048128342245989,-5.29590017825312,0.3297682709447416,0.48663101604278075,-91.04634581105168,-0.0267379679144355,-5.217468805704101,-1.5632798573975042,-82.42959001782529,-3.787878787878788,-20.4367201426025,-0.4812834224598923,0.40819964349376114,-28.386809269162214,-144.02139037433153,0.9732620320855614,-119.43315508021394,0.11051693404634588,-29.636363636363633,8.616755793226382,0.20394736842105254,-0.22106714360235488,1.0,2023
Kansas City Chiefs,kan,Minnesota Vikings,min,5,334.625,510.94117647058823,0.2450980392156863,0.36151960784313886,-0.8639705882352939,0.24632352941176472,-30.19730392156862,0.13357843137254832,-2.7610294117647065,-0.7610294117647061,-43.654411764705856,0.9375,-8.363970588235293,7.795343137254903,0.3125,30.10416666666667,289.02450980392155,-2.017156862745098,-0.09313725490193292,-1.0502450980392157,13.075980392156865,-13.457107843137255,-0.125,0.014558022622538747,1.0,2023
Dallas Cowboys,dal,San Francisco 49ers,sfo,5,675.1875,498.0857142857143,-0.3125,-0.34285714285714164,-0.7196428571428573,0.3125,-22.873214285714283,5.214285714285715,5.139285714285716,-0.3839285714285714,-18.517857142857167,0.5553571428571429,-0.1750000000000007,0.3125,-0.9750000000000001,-10.11964285714285,24.93571428571431,-0.34107142857142847,-32.99285714285713,0.0267857142857143,-10.626785714285717,4.355357142857143,-0.8461538461538461,0.028932005494505475,0.0,2023
Green Bay Packers,gnb,Las Vegas Raiders,rai,5,581.6274509803922,493.82142857142856,0.17787114845938376,-0.060924369747898055,-0.20028011204481788,-0.8319327731092436,-0.47829131652662227,4.318627450980394,-0.571428571428573,0.7198879551820729,8.663865546218489,1.8529411764705879,-4.080532212885153,1.1036414565826327,0.34873949579831937,8.483893557422967,72.56722689075627,0.5763305322128851,8.005602240896394,-1.689075630252101,0.2843137254901933,9.142156862745097,-0.46031746031746024,0.050776963647304496,0.0,2023
Denver Broncos,den,Kansas City Chiefs,kan,6,724.0540540540541,414.51428571428573,-0.21853281853281847,-1.860231660231662,-0.06486486486486487,-0.6803088803088801,-25.19691119691123,-6.411583011583012,-2.5220077220077215,0.07799227799227815,-14.28494208494206,1.0926640926640925,23.61235521235521,-4.288030888030889,-0.2633204633204633,-9.453281853281851,-186.54671814671815,1.6208494208494209,-34.650193050193025,-0.2247104247104248,-0.5945945945945965,10.911969111969112,-0.13450292397660818,-0.0201026860185195,0.0,2023
Baltimore Ravens,rav,Tennessee Titans,oti,6,644.7291666666666,654.9433962264151,0.3856132075471698,4.451650943396226,1.4040880503144657,-0.628930817610063,16.844732704402503,-0.7806603773584904,2.3207547169811313,0.5660377358490566,7.526729559748446,0.1654874213836477,-5.186713836477987,9.886399371069185,1.0915880503144653,53.87578616352202,116.32979559748424,-0.803066037735849,70.72051886792451,0.41273584905660377,4.648584905660378,-9.318003144654087,-0.2893081761006289,0.13532606225857757,1.0,2023
Washington Commanders,was,Atlanta Falcons,atl,6,783.6666666666666,613.7183098591549,-0.28385698808234017,2.3315276273022754,0.3347778981581797,0.6482484651498737,60.873600577825925,9.151318165402675,7.581076200794513,0.4792343806428314,72.83676417479234,-0.8844348140122786,13.70025279884435,-11.342723004694836,-0.0848681834597328,-46.672083784759835,31.081979053810073,2.5388226796677498,14.201516793066048,0.8504875406283858,-24.479595521849042,11.963163596966417,-0.07318554509565744,0.009343149014758356,1.0,2023
Minnesota Vikings,min,Chicago Bears,chi,6,552.9814814814815,782.0222222222222,-0.07037037037037039,0.28148148148148167,0.9888888888888887,0.022222222222222143,52.87037037037035,8.037037037037038,7.255555555555553,0.04444444444444429,44.52222222222224,-1.166666666666666,-4.511111111111113,-10.462962962962962,-0.3333333333333333,-64.30740740740741,-242.9259259259261,-1.5296296296296297,-11.437037037037044,1.3814814814814813,-17.94814814814815,-8.348148148148148,0.1872605363984674,-0.03788486405971231,1.0,2023
Seattle Seahawks,sea,Cincinnati Bengals,cin,6,496.3181818181818,525.170731707317,0.6929046563192904,10.121951219512194,-0.4878048780487805,-0.21507760532150777,102.95454545454544,-0.06651884700665534,3.932372505543235,0.4722838137472283,103.50443458980041,3.848115299334811,3.8170731707317067,6.526607538802661,1.6574279379157428,27.56319290465632,175.61529933481143,-0.5454545454545454,130.51773835920176,-0.385809312638581,46.64412416851441,0.5498891352549862,0.6358490566037738,-0.014398543206216752,0.0,2023
San Francisco 49ers,sfo,Cleveland Browns,cle,6,540.4594594594595,535.4146341463414,0.29268292682926833,4.81740276862228,-0.5247198417930126,-1.170731707317073,83.4429795649308,-1.6638101516150279,0.3216875411997364,0.6051417270929464,67.02834541858931,1.5794330916282142,2.3803559657218205,2.763348714568224,0.889914304548451,28.152274225444955,29.423203691496383,-1.3684904416611732,111.59525379037575,-1.6268951878707976,22.297956493078438,-16.414634146341463,-0.061904761904761796,0.1623785020011435,0.0,2023
New Orleans Saints,nor,Houston Texans,htx,6,678.3095238095239,688.8679245283018,0.10377358490566035,-3.4061096136567848,-0.2273135669362084,0.5,-81.90970350404311,-3.8980233602875103,-0.7340521114106018,-0.6513926325247081,-77.7614555256065,1.3090745732255167,-5.039982030548067,0.2223719676549898,0.05929919137466305,6.938903863432159,59.117250673854414,1.3342318059299187,-74.970799640611,0.765498652291105,19.875561545372868,4.1482479784366575,0.26145136387030365,-0.09792081746986764,0.0,2023
Indianapolis Colts,clt,Jacksonville Jaguars,jax,6,642.7169811320755,670.968253968254,-0.08475591494459422,-1.7984426474992503,-1.1533393231506441,-0.15154237795747227,-24.63671758011381,-2.877807726864333,-3.384546271338724,-0.06648697214734955,-26.679245283018872,2.066187481281821,3.5420784666067675,-1.7556154537286623,0.45582509733453125,7.274034141958666,-299.02964959568726,-0.23480083857442313,-17.362683438155102,-0.44055106319257265,10.77628032345013,-2.04252770290506,-0.05607387661843102,0.006274502205602217,0.0,2023
Carolina Panthers,car,Miami Dolphins,mia,6,668.6304347826087,815.4634146341464,-0.6585365853658537,-2.8091198303287364,-0.4506892895015908,0.13573700954400847,-130.23860021208907,6.71367974549311,0.07158006362672609,-1.2051961823966066,-115.76776246023329,1.4257688229056198,-1.2423117709437967,-0.37168610816542724,-2.576882290562036,-103.27836691410393,254.88123011664902,1.1892895015906684,-233.51696712619298,0.3467656415694591,1.3987274655355293,14.47083775185578,0.24690819147388332,0.003757039218803604,0.0,2023
New England Patriots,nwe,Las Vegas Raiders,rai,6,780.3448275862069,521.5172413793103,0.06896551724137931,-1.8620689655172438,-0.17241379310344818,-0.5862068965517242,-5.689655172413779,6.03448275862069,0.586206896551726,-0.206896551724138,-6.689655172413808,0.3448275862068968,-4.103448275862068,6.758620689655171,-0.27586206896551724,27.931034482758626,107.13793103448256,-0.17241379310344818,22.241379310344826,-0.7241379310344827,-13.724137931034477,-1.0,-0.7328571428571428,-0.03477555654677428,0.0,2023
Philadelphia Eagles,phi,New York Jets,nyj,6,606.0,766.2857142857143,0.7619047619047619,9.796918767507002,-0.8725490196078433,-0.21708683473389345,64.13305322128849,-1.600840336134457,3.6232492997198875,0.700280112044818,57.30392156862746,1.6358543417366942,3.770308123249297,16.92717086834734,1.1750700280112045,95.13445378151262,574.2871148459385,-0.03641456582633085,159.2675070028011,-0.5938375350140057,17.666666666666668,-6.829131652661063,0.10227272727272718,0.27426762809071653,0.0,2023
Arizona Cardinals,crd,Los Angeles Rams,ram,6,646.9655172413793,803.48,-0.34758620689655173,-6.449655172413795,0.5379310344827587,-0.5462068965517242,-105.19310344827585,-12.238620689655168,-6.96689655172414,-0.04551724137931035,-110.72689655172411,0.4979310344827592,3.0937931034482773,-1.593103448275862,-0.3655172413793102,29.808275862068953,-396.3310344827587,-0.18344827586206902,-75.38482758620694,0.2124137931034482,4.030344827586205,-5.533793103448277,-0.5602787456445992,-0.06579681052748965,0.0,2023
Detroit Lions,det,Tampa Bay Buccaneers,tam,6,608.7058823529412,479.46666666666664,-0.1098039215686275,3.98627450980392,0.1568627450980392,0.2843137254901961,16.649019607843144,-1.2215686274509814,-0.9411764705882355,-0.28627450980392166,21.60980392156864,0.056862745098039014,5.305882352941177,1.4764705882352942,1.4980392156862745,48.13725490196079,111.78823529411761,0.5529411764705883,64.78627450980395,0.8058823529411764,17.57647058823529,4.960784313725491,-0.4852941176470589,-0.0696074834922964,1.0,2023
