away_name,away_abbr,home_name,home_abbr,week,Unnamed: 0_x,Unnamed: 0_y,win_perc_dif,first_downs_dif,fumbles_dif,interceptions_dif,net_pass_yards_dif,pass_attempts_dif,pass_completions_dif,pass_touchdowns_dif,pass_yards_dif,penalties_dif,points_dif,rush_attempts_dif,rush_touchdowns_dif,rush_yards_dif,time_of_possession_dif,times_sacked_dif,total_yards_dif,turnovers_dif,yards_from_penalties_dif,yards_lost_from_sacks_dif,fourth_down_perc_dif,third_down_perc_dif,result,year
Tampa Bay Buccaneers,tam,Indianapolis Colts,clt,12,479.46666666666664,642.7169811320755,0.2538314176245211,-1.0067049808429118,-0.6082375478927202,0.06130268199233718,11.70498084291188,0.5680076628352495,1.6657088122605366,0.8333333333333333,5.801724137931046,-0.19348659003831425,-7.189655172413794,1.299808429118773,-1.14272030651341,-35.901340996168585,166.40134099616853,-1.181992337164751,-24.196360153256705,-0.5067049808429119,1.095785440613021,-5.903256704980843,0.6054317973756485,0.05056796156421428,0.0,2023
Jacksonville Jaguars,jax,Houston Texans,htx,12,670.968253968254,688.8679245283018,0.23073022312373226,1.1612576064908744,1.3646044624746452,0.34026369168356996,-39.54107505070991,-1.2398580121703873,1.6698782961460452,-0.579107505070994,-42.96399594320485,-1.771805273833671,-0.5020283975659261,3.941683569979716,0.7363083164300201,35.60699797160244,201.71196754563903,0.42342799188640967,-3.93407707910751,0.911764705882353,-14.807809330628807,-3.4229208924949273,-0.16203643881638463,-0.07631556503198295,1.0,2023
New England Patriots,nwe,New York Giants,nyg,12,780.3448275862069,730.3142857142857,0.07460545193687232,0.7890961262553802,0.3220946915351506,0.30774748923959816,26.679340028694384,2.502152080344331,-1.4756097560975618,0.4045911047345767,17.879483500717356,-0.40028694404591114,-4.989956958393112,4.558106169296984,-0.5502152080344334,14.5703012912482,-46.37374461979903,-2.5086083213773316,41.24964131994261,0.8034433285509325,-3.8443328550932563,-8.799856527977044,-0.36000000000000004,-0.004591431391633649,0.0,2023
Carolina Panthers,car,Tennessee Titans,oti,12,668.6304347826087,654.9433962264151,-0.27349560513860716,5.150439486139284,0.9377958079783637,0.12778904665314406,7.91886409736307,10.027383367139954,6.496957403651116,0.7352941176470589,11.0158891142664,1.6926977687626783,7.801217038539551,3.024678837052061,-0.5179175118323192,8.647058823529406,225.37525354969557,-0.46078431372549034,16.56592292089249,0.8627450980392157,9.714334009465851,3.097025016903313,-0.1493851777999336,0.07060359007366085,0.0,2023
Los Angeles Rams,ram,Arizona Cardinals,crd,12,803.48,646.9655172413793,0.32857142857142857,5.19047619047619,-0.5142857142857143,0.39047619047619053,91.50476190476189,9.600000000000001,5.152380952380952,0.0904761904761906,94.02857142857144,-0.5,-2.947619047619046,1.442857142857143,0.30000000000000004,-24.833333333333343,321.9047619047619,-0.10952380952380958,66.67142857142858,-0.2571428571428571,-5.147619047619045,2.5238095238095237,0.4739130434782609,0.06954542931675634,1.0,2023
Cleveland Browns,cle,Denver Broncos,den,12,535.4146341463414,724.0540540540541,0.34245187436676805,1.7360688956433634,0.8596757852077002,0.7867274569402228,-50.48328267477203,0.9361702127659584,-1.083586626139816,-1.0288753799392099,-39.92553191489361,-1.5359675785207703,-25.60840932117528,11.462512664640325,0.713272543059777,32.456940222897686,449.99037487335363,0.905775075987842,-18.02634245187437,0.5339412360688958,-3.892603850050655,10.55775075987842,0.42117117117117103,-0.0620505870349784,0.0,2023
Buffalo Bills,buf,Philadelphia Eagles,phi,12,785.8163265306123,606.0,-0.2834498834498834,-0.24568764568764578,-0.2610722610722611,-0.22377622377622386,70.53566433566434,3.6130536130536157,3.9179487179487182,1.3435897435897437,60.012587412587436,-0.11188811188811254,-7.621445221445221,-10.550116550116552,-0.19487179487179485,-61.16876456876457,-265.2764568764567,-1.8512820512820511,9.366899766899792,-0.10909090909090913,3.375757575757575,-10.523076923076923,-0.10254306808859714,0.037150496017040735,0.0,2023
Kansas City Chiefs,kan,Las Vegas Raiders,rai,12,414.51428571428573,521.5172413793103,0.26428571428571435,3.0821428571428555,0.050000000000000044,-0.5821428571428573,58.72142857142859,9.332142857142859,5.310714285714283,0.9678571428571427,50.41785714285717,1.1499999999999995,-10.635714285714286,3.760714285714286,-0.10357142857142854,37.35000000000001,284.47142857142853,-1.125,96.07142857142856,-0.6464285714285714,-0.539285714285711,-8.303571428571427,-0.22827417380660975,0.07471264367816094,1.0,2023
Baltimore Ravens,rav,Los Angeles Chargers,sdg,12,644.7291666666666,595.5357142857143,0.20370370370370372,-0.7875816993464042,0.462962962962963,0.08714596949891068,-96.65686274509804,-10.554466230936821,-7.857298474945534,-1.2679738562091505,-99.50762527233118,-0.29520697167756005,-9.64161220043573,8.781045751633986,1.0315904139433552,57.527233115468405,191.979302832244,0.4934640522875817,-39.12962962962962,0.7156862745098038,-0.1437908496732021,-2.850762527233117,-0.3103174603174604,0.09317413374794459,1.0,2023
Chicago Bears,chi,Minnesota Vikings,min,12,782.0222222222222,552.9814814814815,0.013725490196078438,-0.24803921568627274,-0.9176470588235295,0.06862745098039214,-57.3088235294118,-7.883333333333333,-7.102941176470587,-0.15980392156862733,-49.660784313725486,1.2823529411764705,4.280392156862746,10.187254901960785,0.34803921568627455,62.15588235294119,229.75392156862745,1.3421568627450982,4.847058823529437,-1.1852941176470588,18.816666666666663,7.648039215686273,-0.1930680359435174,0.03579210244033243,1.0,2023
Seattle Seahawks,sea,Dallas Cowboys,dal,13,496.3181818181818,742.5,0.09195402298850575,0.38074712643678055,-0.7025862068965517,-0.10057471264367818,13.258620689655174,0.5387931034482776,-0.22557471264367734,-0.2112068965517242,15.718390804597732,0.443965517241379,10.902298850574713,-6.175287356321839,0.67816091954023,-30.47557471264369,-234.69540229885047,-0.2068965517241379,-17.21695402298849,-0.1293103448275862,12.988505747126446,2.4597701149425273,0.46571428571428564,-0.15680473372781062,0.0,2023
Denver Broncos,den,Houston Texans,htx,13,724.0540540540541,688.8679245283018,-0.02837997635001971,-1.7327552227039824,0.03783996846669302,0.3106030744974379,-55.25817895151752,-5.147812376823023,-1.3169097359085526,0.4024438312968073,-59.22901064249115,0.7981868348443042,16.060307449743792,-4.885297595585339,-0.16554986204178165,15.761529365392192,-115.60819865983444,0.10327158060701613,-39.49664958612533,0.8805675995270004,-3.0311391407173858,-3.97083169097359,-0.05833333333333329,-0.05703524165448004,0.0,2023
Detroit Lions,det,New Orleans Saints,nor,13,608.7058823529412,678.3095238095239,0.33164414414414417,5.286599099099099,-0.03828828828828823,0.09346846846846846,39.82545045045043,-1.7263513513513544,-0.3051801801801801,0.6143018018018018,29.289977477477464,-1.2702702702702702,4.671734234234236,6.086148648648646,1.3963963963963966,51.368243243243256,157.58389639639654,-1.734234234234234,91.19369369369372,0.09009009009009006,-6.416666666666671,-10.535472972972974,-0.16519607843137252,0.02960679761945717,1.0,2023
Los Angeles Chargers,sdg,New England Patriots,nwe,13,595.5357142857143,780.3448275862069,0.2,5.199999999999999,0.4571428571428573,-0.8571428571428571,96.88571428571427,3.857142857142854,7.285714285714285,1.3714285714285714,102.8285714285714,0.7714285714285714,1.0857142857142854,-2.25714285714286,0.5142857142857143,-2.4571428571428555,54.02857142857147,0.3999999999999999,94.42857142857139,-1.0285714285714285,17.485714285714288,5.942857142857143,0.4294640711367459,0.059346004496219074,1.0,2023
Atlanta Falcons,atl,New York Jets,nyj,13,613.7183098591549,766.2857142857143,0.31216931216931215,5.7994227994228,-0.5998075998075998,-0.2635882635882636,33.35882635882635,-1.8999518999518976,1.5372775372775394,0.3367003367003368,30.930254930254932,-0.3496873496873496,-1.4213564213564212,8.592592592592592,0.29966329966329974,37.352092352092356,182.99278499278512,-0.3848003848003847,70.71091871091872,-0.17700817700817706,17.56421356421356,-2.428571428571427,-0.1367335865436788,0.18622754491017965,1.0,2023
Indianapolis Colts,clt,Tennessee Titans,oti,13,642.7169811320755,654.9433962264151,0.25423728813559315,3.3559322033898304,0.728813559322034,-0.576271186440678,40.71186440677968,4.525423728813561,3.7796610169491522,0.4915254237288136,28.338983050847474,0.3898305084745761,3.2542372881355917,5.661016949152543,0.7966101694915255,31.949152542372886,-51.91525423728808,-1.1694915254237288,72.66101694915255,0.05084745762711851,-7.084745762711869,-12.372881355932204,-0.3431623931623932,0.0582312040068273,1.0,2023
Arizona Cardinals,crd,Pittsburgh Steelers,pit,13,646.9655172413793,718.0666666666667,-0.25,2.9444444444444464,0.2499999999999999,-0.36111111111111105,-1.25,-3.2222222222222214,-1.6111111111111107,0.2222222222222222,-9.888888888888886,2.5,3.8888888888888893,3.1388888888888857,0.7777777777777778,43.888888888888886,24.30555555555543,-0.9722222222222219,42.63888888888886,0.08333333333333348,25.25,-8.638888888888888,-0.0690394511149228,-0.005363443895553988,1.0,2023
Miami Dolphins,mia,Washington Commanders,was,13,815.4634146341464,783.6666666666666,0.3552266419981498,2.049028677150787,0.6720629047178539,-0.2816836262719703,56.39731729879742,-7.499537465309899,-3.4629972247918595,1.0564292321924145,33.613320999074915,2.0971322849213694,-3.5323774283071216,8.172062904717851,1.8149861239592968,115.43154486586495,-81.9116558741905,-3.797872340425532,171.82886216466233,-0.5138760407030525,27.85383903792784,-22.78399629972248,-0.22167487684729056,0.017029622826543855,1.0,2023
Carolina Panthers,car,Tampa Bay Buccaneers,tam,13,668.6304347826087,479.46666666666664,-0.7645530145530145,2.9230769230769234,0.7775467775467776,0.6330561330561331,-43.19334719334719,5.004677754677758,1.0540540540540526,-0.6262993762993765,-21.876299376299386,1.4293139293139294,11.3508316008316,-3.5660083160083147,-0.14345114345114346,12.256756756756758,121.99740124740129,1.8144490644490643,-30.936590436590393,1.2785862785862787,15.706860706860702,21.317047817047815,-0.4,-0.03810471494485046,0.0,2023
San Francisco 49ers,sfo,Philadelphia Eagles,phi,13,540.4594594594595,606.0,-0.04476744186046511,0.5372093023255822,0.5883720930232558,-0.6354651162790698,35.31162790697675,0.40290697674418396,-0.15348837209302246,0.397674418604651,30.21627906976741,0.7680232558139535,-10.944186046511627,-3.3139534883720927,-0.241860465116279,-25.86511627906978,-31.461046511627956,-1.025,9.446511627906943,-0.5598837209302325,18.47383720930233,-5.095348837209302,0.0347567030784508,0.024671445639187606,1.0,2023
Cleveland Browns,cle,Los Angeles Rams,ram,13,535.4146341463414,803.48,0.19220430107526887,-3.78293010752688,1.461021505376344,0.23118279569892486,-90.5625,-6.842741935483872,-4.183467741935484,-0.0873655913978495,-80.74462365591401,-0.701612903225806,-10.995967741935484,4.85819892473118,-0.4986559139784946,14.552419354838705,111.62634408602139,1.2405913978494625,-76.01008064516128,0.9375,-14.980510752688176,9.817876344086022,0.0982142857142857,-0.11300413141845367,0.0,2023
Kansas City Chiefs,kan,Green Bay Packers,gnb,13,414.51428571428573,595.3653846153846,0.16442388561816657,2.7699747687132046,0.029857022708158043,0.15222876366694704,53.7695542472666,5.278805719091679,5.550462573591254,0.19680403700588722,38.31412952060555,-1.0004205214465935,-8.007569386038686,3.047939444911691,-0.30656013456686293,27.183767872161482,227.14339781328863,-1.5412111017661898,80.9533221194281,0.751892346509672,-5.568544995794781,-15.455424726661057,0.08696705426356593,0.0158271228327605,0.0,2023
Cincinnati Bengals,cin,Jacksonville Jaguars,jax,13,525.170731707317,670.968253968254,-0.45390070921985815,-5.314523589269196,-1.9386370644465005,0.07585568917668822,-66.19179771816218,0.9562133826703629,-1.5778600061671284,0.13351834720937394,-63.272895467160055,-0.07863089731729911,4.327782917052112,-11.294172062904718,-0.9438791242676533,-44.29910576626581,-314.0447116867099,-0.3370336108541476,-110.49090348442797,-0.7249460376194882,-5.537773666358312,2.918902251002157,-0.0045066795428939654,-0.017531455092642978,1.0,2023
New England Patriots,nwe,Pittsburgh Steelers,pit,14,780.3448275862069,718.0666666666667,-0.12762762762762764,0.4527027027027035,0.24624624624624625,0.24624624624624625,14.791291291291287,0.6396396396396398,-1.1268768768768744,0.15915915915915912,5.397897897897906,1.1824324324324325,0.5990990990990994,3.667417417417415,0.006006006006005982,4.133633633633636,13.64339339339358,-1.2477477477477479,18.924924924924937,0.5870870870870872,-0.6411411411411407,-9.393393393393394,-0.05555555555555558,-0.06124894744749465,1.0,2023
Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,14,479.46666666666664,613.7183098591549,0.21255060728744946,-1.707152496626179,-0.3124156545209177,-0.2327935222672065,34.79352226720647,2.683535762483128,2.684885290148447,0.9952766531713901,17.911605937921735,1.162618083670715,-2.5047233468286123,0.05398110661268518,-0.46558704453441296,-33.45614035087719,50.46558704453446,-1.9682860998650473,1.3373819163292637,-0.8184885290148447,-7.771929824561404,-16.88191632928475,0.3718213058419244,0.0514576548350304,1.0,2023
Detroit Lions,det,Chicago Bears,chi,14,608.7058823529412,782.0222222222222,0.4864102564102564,2.341538461538459,-0.37,-0.2579487179487179,20.631282051282056,1.43128205128205,2.6115384615384585,-0.8023076923076926,6.811025641025651,-0.004102564102564266,-6.474615384615383,4.318205128205129,1.3102564102564103,-0.4841025641025567,182.06641025641034,-2.284871794871795,20.14717948717947,-0.2023076923076923,9.157179487179484,-13.82025641025641,-0.008268367587998982,-0.04086107235399633,0.0,2023
Indianapolis Colts,clt,Cincinnati Bengals,cin,14,642.7169811320755,525.170731707317,0.3375,3.4416666666666647,0.9333333333333333,-0.18750000000000006,40.95833333333334,-3.1624999999999943,-1.6416666666666657,-0.1875,35.93333333333334,1.9208333333333334,-0.6958333333333329,9.262500000000003,1.3041666666666667,49.375,31.40000000000009,0.1333333333333333,90.33333333333331,0.36250000000000004,14.891666666666666,-5.024999999999999,-0.025423728813559254,0.015569577859306738,0.0,2023
Jacksonville Jaguars,jax,Cleveland Browns,cle,14,670.968253968254,535.4146341463414,-0.03673469387755102,1.2020408163265301,0.4571428571428573,-0.7346938775510203,65.81224489795918,2.424489795918369,3.851020408163265,0.010204081632652962,55.22857142857143,-1.0469387755102044,7.76122448979592,-1.7877551020408156,0.2673469387755103,-10.957142857142856,-109.13877551020391,-0.6551020408163266,54.85510204081635,-0.5326530612244897,-8.365306122448985,-10.583673469387755,-0.4346846846846847,0.047055994463310546,0.0,2023
Carolina Panthers,car,New Orleans Saints,nor,14,668.6304347826087,678.3095238095239,-0.45051983057373896,4.035810550635347,0.7042741624951868,0.4867154408933385,-24.894108586830953,4.376203311513287,1.1159029649595666,0.16827108201771268,-17.008856372737768,0.32306507508663884,11.26530612244898,-0.5090489025799023,-0.19907585675779743,13.219869079707365,146.82787832113968,-0.06738544474393526,-11.674239507123616,0.646515209857528,-5.623411628802465,7.885252214093185,-0.1955736224028906,0.03313132602253288,0.0,2023
Houston Texans,htx,New York Jets,nyj,14,688.8679245283018,766.2857142857143,0.18333333333333335,5.607142857142858,-0.6857142857142857,-0.8452380952380952,117.0952380952381,3.6595238095238116,4.192857142857143,1.169047619047619,109.78333333333336,0.769047619047619,-0.1904761904761898,5.264285714285716,-0.18333333333333335,-3.9380952380952294,146.8261904761905,-1.407142857142857,113.15714285714287,-1.1595238095238094,13.914285714285718,-7.31190476190476,-0.16839291680588037,0.2529990167158309,0.0,2023
Los Angeles Rams,ram,Baltimore Ravens,rav,14,803.48,644.7291666666666,-0.1778409090909091,2.8994318181818173,-1.3829545454545455,0.5607954545454545,68.4090909090909,11.711363636363636,4.908522727272729,0.13295454545454555,68.33295454545456,0.14147727272727284,7.604545454545455,-5.4732954545454575,-0.5005681818181817,-35.09488636363636,76.80284090909095,-0.6937500000000001,33.31420454545457,-0.3403409090909091,0.6005681818181827,-0.07613636363636367,0.3285256410256411,-0.022434328601729447,0.0,2023
Minnesota Vikings,min,Las Vegas Raiders,rai,14,552.9814814814815,521.5172413793103,0.01730418943533696,2.8210382513661187,0.96448087431694,-0.7258652094717669,81.20446265938071,8.909380692167577,7.061020036429873,1.5673952641165754,83.76912568306008,-0.13752276867030933,-3.4918032786885256,-2.382058287795992,-0.36247723132969034,12.259562841530055,24.182604735883615,0.5992714025500914,93.46402550091074,0.33378870673952665,-15.411202185792355,2.564663023679419,-0.034278350515463796,0.04464057402772503,1.0,2023
Seattle Seahawks,sea,San Francisco 49ers,sfo,14,496.3181818181818,540.4594594594595,-0.1984848484848485,-0.6075757575757557,-1.3106060606060606,0.36363636363636365,4.537878787878782,6.021212121212123,4.399999999999999,-0.28333333333333344,11.28333333333336,1.087878787878787,14.146969696969698,-8.912121212121214,-0.20151515151515142,-53.80909090909091,-310.2621212121212,-0.2333333333333334,-49.2712121212121,0.17878787878787877,7.690909090909088,6.745454545454544,-0.09032258064516141,-0.1367193944893581,0.0,2023
Buffalo Bills,buf,Kansas City Chiefs,kan,14,785.8163265306123,414.51428571428573,0.13095238095238093,2.928571428571427,-0.5476190476190476,-0.49404761904761907,34.38095238095241,-4.68452380952381,0.48214285714285765,0.5892857142857144,34.45238095238096,0.0952380952380949,0.17261904761904745,2.6785714285714306,1.2261904761904763,12.88690476190476,63.27380952380963,0.45833333333333326,47.26785714285711,-0.7738095238095238,1.5238095238095255,0.07142857142857206,0.13441558441558443,0.08265228006289815,1.0,2023
Denver Broncos,den,Los Angeles Chargers,sdg,14,724.0540540540541,595.5357142857143,-0.11363636363636365,-2.9873737373737406,-0.38636363636363646,0.17676767676767674,-67.7651515151515,-7.113636363636363,-6.207070707070706,-0.1994949494949494,-70.68939393939397,0.608585858585859,12.148989898989896,-2.232323232323232,-0.5631313131313131,9.727272727272734,-36.33080808080808,0.18939393939393945,-58.03787878787875,0.7146464646464648,-9.694444444444443,-2.924242424242424,-0.19324853228962813,0.01401491989727277,1.0,2023
Philadelphia Eagles,phi,Dallas Cowboys,dal,14,606.0,742.5,0.27121951219512186,0.09268292682926926,0.06243902439024396,0.1960975609756097,-24.88195121951219,-5.421463414634143,-4.474146341463413,-0.3873170731707316,-24.58634146341464,-1.338536585365853,7.714146341463412,5.504390243902439,1.1004878048780489,44.955121951219496,91.37853658536574,0.944390243902439,20.073170731707307,0.28,-13.546341463414635,0.2956097560975621,0.41212121212121205,-0.03847931701334839,0.0,2023
Tennessee Titans,oti,Miami Dolphins,mia,14,654.9433962264151,815.4634146341464,-0.36666666666666664,-7.716666666666669,-1.3083333333333331,-0.03749999999999998,-132.00833333333333,-3.845833333333335,-6.587499999999999,-1.8958333333333335,-119.58749999999998,-0.1708333333333334,-7.658333333333331,-3.445833333333333,-1.8208333333333335,-98.50833333333334,-6.0208333333332575,1.8333333333333333,-230.51666666666665,-0.6041666666666667,-5.68333333333333,12.420833333333334,0.38183827592558495,-0.0836653501896481,1.0,2023
Green Bay Packers,gnb,New York Giants,nyg,14,595.3653846153846,730.3142857142857,0.1686844229217111,2.583535108958838,0.40758676351896694,0.11945117029862795,37.005246166263106,1.4499596448749017,-2.433414043583536,1.2998385794995964,36.30347054075867,1.0024213075060535,-4.337368845843425,-0.14164648910411515,-0.07707828894269575,-1.043583535108965,-67.911622276029,-2.0653753026634383,35.961662631154184,0.01049233252623083,9.866020984665049,-0.7017756255044425,-0.10639175257731953,0.08158129718321294,0.0,2023
Los Angeles Chargers,sdg,Las Vegas Raiders,rai,15,595.5357142857143,521.5172413793103,0.21621621621621623,4.0270270270270245,0.29729729729729737,-1.2972972972972971,87.72972972972977,8.91891891891892,7.837837837837839,1.1351351351351353,92.89189189189187,1.378378378378378,-2.2972972972972983,3.2702702702702737,0.29729729729729726,22.02702702702703,141.16216216216208,0.3513513513513511,109.75675675675677,-1.5945945945945943,7.405405405405411,5.162162162162161,-0.11784207353827614,0.022026455483147023,0.0,2023
Minnesota Vikings,min,Cincinnati Bengals,cin,15,552.9814814814815,525.170731707317,0.06155365371955235,3.901909150757076,1.60697827518104,0.34035549703752466,99.2676102699144,2.2360105332455547,3.5075707702435786,1.3765635286372613,98.9456879526004,0.2662936142198813,-1.05464121132324,-1.246214614878209,-0.10302830809743253,4.421329822251494,-102.2554312047398,0.2969058591178406,103.68894009216586,1.902896642527979,2.0813034891375892,-0.3219223173140229,0.3772108843537415,0.027898324824735254,0.0,2023
Pittsburgh Steelers,pit,Indianapolis Colts,clt,15,718.0666666666667,642.7169811320755,-0.16264020707506466,-3.7791199309749786,-0.5578084555651424,0.5241587575496118,-41.325711820534934,0.42320966350302314,-0.11000862812769796,-0.26315789473684215,-31.81924072476275,-2.132873166522864,-1.3425366695427101,-5.6945642795513365,-1.1893874029335634,-32.644089732528045,-65.44176013805009,0.7411561691113029,-73.96980155306301,0.06600517687661767,-6.708369283865402,9.506471095772216,0.00833333333333336,-0.008183890492178825,0.0,2023
Denver Broncos,den,Detroit Lions,det,15,724.0540540540541,608.7058823529412,-0.40263157894736845,-3.9187134502923975,0.19415204678362563,-0.1780701754385965,-23.70847953216375,-0.912280701754387,-0.946198830409358,0.3906432748538011,-19.27076023391811,0.8166666666666664,14.305555555555557,-10.742397660818714,-1.545906432748538,-41.612573099415215,-320.8298245614035,0.8061403508771929,-65.32105263157894,0.13684210526315788,-14.952923976608183,4.437719298245614,-0.035714285714285754,0.000578450293820254,0.0,2023
Atlanta Falcons,atl,Carolina Panthers,car,15,613.7183098591549,668.6304347826087,0.5511017346460385,-1.051336146272856,-0.4835911861228317,-0.3602906704172528,11.605719643694329,-7.503984997655888,-3.528363806844819,-0.3438818565400844,6.816924519456165,-2.5829817158931085,-8.556962025316455,3.037037037037038,0.6375996249413971,19.38373183309892,-183.92334739803096,0.10993905297702788,30.98945147679325,-0.4409282700421939,-8.115096108766991,-4.78879512423816,0.056521739130434845,-0.010417266850274831,0.0,2023
Chicago Bears,chi,Cleveland Browns,cle,15,782.0222222222222,535.4146341463414,-0.360377358490566,0.007169811320753894,-0.7547169811320755,-0.2920754716981131,47.06716981132075,-2.4290566037735815,-1.0664150943396216,1.3150943396226413,46.1611320754717,0.368679245283019,14.698490566037737,-3.628679245283017,-0.32716981132075473,14.166415094339612,-273.9049056603776,0.5581132075471698,61.23358490566034,-0.5249056603773585,6.615849056603778,-0.9060377358490577,-0.24831038798498117,0.10087541825538865,0.0,2023
Tampa Bay Buccaneers,tam,Green Bay Packers,gnb,15,479.46666666666664,595.3653846153846,0.3948717948717948,0.40512820512820724,-0.3538461538461538,-0.47307692307692306,17.900000000000006,-0.26153846153845706,2.9705128205128197,-0.012820512820512775,4.15384615384616,-0.9512820512820515,-7.157692307692308,8.582051282051282,-0.30769230769230765,16.057692307692307,250.86538461538453,-0.985897435897436,33.9576923076923,-0.38589743589743586,-8.766666666666666,-13.746153846153847,0.38456632653061223,0.03257311886300385,1.0,2023
New York Jets,nyj,Miami Dolphins,mia,15,766.2857142857143,815.4634146341464,-0.37719915552427863,-9.488388458831809,-0.2821956368754399,-0.02181562280084448,-142.59746657283605,0.3905700211118912,-5.266713581984515,-1.8296973961998595,-128.8909218859958,-0.6558761435608726,-8.100633356790993,-5.6164672765658,-1.9929627023223082,-106.36030964109781,-124.09711470795219,1.8859957776213934,-248.95777621393384,0.02885292047853616,-21.03096410978184,13.706544686840251,0.4206349206349206,-0.20299999999999999,0.0,2023
New York Giants,nyg,New Orleans Saints,nor,15,730.3142857142857,678.3095238095239,-0.22418604651162788,-1.789767441860464,-0.10930232558139541,0.18418604651162784,-37.1874418604651,-2.1000000000000014,-0.8758139534883718,-0.4818604651162791,-36.45255813953489,-1.1241860465116282,11.852093023255815,-5.130232558139536,0.3674418604651163,-10.05302325581394,-161.52139534883736,1.0860465116279072,-47.24046511627907,-0.24976744186046507,-22.185116279069767,0.734883720930231,-0.1095169775227165,-0.04020316486116765,0.0,2023
Kansas City Chiefs,kan,New England Patriots,nwe,15,414.51428571428573,780.3448275862069,0.2375864236329352,4.529855436832181,0.10496543054682594,-0.06159648020113129,64.8183532369579,4.420490257699562,4.520427404148336,1.0307982401005655,57.61910747957256,0.49528598365807586,-6.422375864236329,-2.1602765556253942,0.17913262099308608,8.110622250157121,170.5707102451288,-1.09365179132621,72.928975487115,-0.028284098051539752,8.801382778126964,-7.199245757385293,0.27777777777777773,0.10812755643084382,1.0,2023
Houston Texans,htx,Tennessee Titans,oti,15,688.8679245283018,654.9433962264151,0.1147540983606557,3.2950819672131146,0.34426229508196715,-0.819672131147541,94.70491803278688,7.508196721311478,4.918032786885249,1.098360655737705,89.49180327868851,0.1311475409836067,-0.0819672131147513,2.803278688524589,-0.3934426229508197,-12.065573770491795,6.967213114754259,-1.2131147540983607,82.63934426229508,-0.5573770491803279,-2.229508196721312,-5.21311475409836,-0.1591889559965488,0.1169574003530614,1.0,2023
San Francisco 49ers,sfo,Arizona Cardinals,crd,15,540.4594594594595,646.9655172413793,0.7441441441441441,5.571171171171173,0.35855855855855845,-0.35795795795795793,84.21621621621622,-0.31711711711711743,1.2258258258258259,0.8096096096096096,80.96576576576578,0.0810810810810807,-12.528528528528527,7.529729729729727,0.5507507507507508,16.834834834834822,428.8912912912913,-0.1669669669669669,101.0510510510511,-0.7003003003003003,-0.6726726726726753,-3.250450450450451,0.5735849056603775,0.11319161305020708,1.0,2023
Washington Commanders,was,Los Angeles Rams,ram,15,783.6666666666666,803.48,-0.21727917472598324,-1.8349451966473254,0.7981947130883301,0.3552546744036106,-15.805286911669896,0.19729206963249624,2.6982591876208915,0.07672469374597024,4.1205673758864805,-2.019987105093488,9.116054158607351,-8.742101869761445,-0.5190199871050934,-33.912314635718886,-123.50032237266282,3.5377176015473886,-49.717601547388824,1.1882656350741456,-25.615731785944547,19.925854287556415,-0.2475,-0.04691856199559796,0.0,2023
Dallas Cowboys,dal,Buffalo Bills,buf,15,742.5,785.8163265306123,0.0080971659919028,0.12550607287449367,0.19703103913630227,-0.022941970310391357,-43.52699055330635,1.929149797570851,0.5411605937921742,-0.8690958164642375,-33.62753036437243,1.3380566801619436,0.06747638326585914,4.205128205128208,-0.9041835357624832,12.506747638326573,147.36639676113373,0.8873144399460189,-31.020242914979747,-0.16396761133603244,9.433873144399463,9.899460188933872,-0.3048289738430583,0.0030476344902305996,0.0,2023
Baltimore Ravens,rav,Jacksonville Jaguars,jax,15,644.7291666666666,670.968253968254,0.0663983903420523,-0.3742454728370248,-0.5080482897384304,-0.10764587525150904,-42.420523138833005,-7.543259557344069,-4.687374245472835,-0.009305835010060548,-42.0950704225352,1.5787223340040244,-4.853118712273643,2.533450704225352,0.7077464788732395,33.15995975855131,-91.46830985915494,0.03998993963782693,-9.260563380281667,-0.11896378269617713,21.753018108651915,0.3254527162977876,0.046474358974358976,0.08046954476093593,1.0,2023
Philadelphia Eagles,phi,Seattle Seahawks,sea,15,606.0,496.3181818181818,0.21889400921658986,0.11059907834101423,0.7910906298003072,0.18970814132104463,-39.327956989247326,-5.791858678955457,-3.98079877112135,-0.22196620583717364,-40.69508448540708,-1.603686635944701,-2.71505376344086,11.722734254992318,0.4155145929339479,75.86175115207375,325.84639016897086,1.1374807987711215,36.53379416282644,0.37019969278033804,-23.50768049155146,-1.3671274961597533,0.049342105263157854,0.11405526682002781,0.0,2023
New Orleans Saints,nor,Los Angeles Rams,ram,16,678.3095238095239,803.48,-0.03921568627450983,-6.509803921568626,0.23529411764705876,-0.3039215686274509,-59.10784313725492,-5.705882352941174,-2.1078431372549,-0.18627450980392157,-53.9607843137255,0.9705882352941169,-6.774509803921571,-0.9019607843137258,-0.8431372549019609,-27.32352941176471,-138.4411764705883,1.1176470588235292,-86.43137254901961,0.18627450980392168,9.774509803921575,5.147058823529413,-0.02896341463414631,-0.07899517582484533,0.0,2023
